team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
DAL,2008,DAL,DAL,Team Level,other,82,0.46,0.54,0.54,13901.0,171.48,23.39,12.62,33.85,5.83,96.7,69.9,21.97,23.39,21.97,191.0,70.0,81.0,342.0,25.0,16.0,3.0,24.0,4.0,108.0,84.0,166.0,236.0,16.0,32.0,147.0,40.0,34.0,40.0,176.0,60.0,25.0,6.87,7.22,9.3,10.0,8.0,7.0,342.0,261.0,261.0,8.0,3.6,4.02,3.67,22.09,22.09,20.96,146.12,27.07,9.74,28.16,5.29,76.81,58.19,24.85,27.07,24.85,156.0,67.0,65.0,288.0,25.0,17.0,4.0,31.0,6.0,67.0,77.0,131.0,198.0,12.0,32.0,190.0,60.0,23.0,27.0,145.0,43.0,35.0,5.47,5.5,16.09,9.0,3.0,13.0,288.0,223.0,223.0,11.0,2.83,3.66,3.97,24.94,24.94,23.28
DAL,2008,DAL,DAL,Team Level,all,82,0.49,0.51,0.51,300273.0,2366.13,210.28,160.96,526.99,76.5,1329.94,1033.4,201.33,210.47,201.46,2370.0,1012.0,950.0,4332.0,224.0,164.0,43.0,504.0,65.0,1162.0,1263.0,2146.0,3158.0,435.0,1042.0,2120.0,2076.0,663.0,794.0,2633.0,570.0,179.0,77.86,68.74,63.68,68.0,86.0,70.0,4319.19,3382.0,3378.3,383.0,36.08,36.47,36.56,206.87,206.66,201.15,2298.33,222.56,158.88,508.28,73.83,1277.92,961.58,213.37,223.72,214.54,2304.0,957.0,982.0,4243.0,251.0,166.0,44.0,463.0,68.0,1034.0,1279.0,2053.0,3010.0,446.0,1075.0,2313.0,2187.0,583.0,831.0,2472.0,584.0,205.0,74.49,71.24,76.82,76.0,91.0,84.0,4267.0,3261.0,3276.24,467.0,35.62,37.9,38.62,215.91,217.08,210.67
DAL,2008,DAL,DAL,Team Level,5on5,82,0.48,0.5,0.5,224723.0,1702.26,129.63,107.33,396.88,54.9,943.23,758.4,125.33,129.82,125.46,1678.0,732.0,678.0,3088.0,150.0,113.0,32.0,395.0,42.0,794.0,916.0,1528.0,2260.0,370.0,903.0,1448.0,1853.0,519.0,599.0,1927.0,393.0,90.0,57.36,47.43,24.83,54.0,62.0,34.0,3075.19,2410.0,2406.3,309.0,22.01,24.01,24.3,126.04,125.84,123.96,1681.55,138.71,108.89,389.48,53.48,928.44,718.29,135.31,139.88,136.47,1699.0,671.0,724.0,3094.0,159.0,112.0,30.0,358.0,48.0,732.0,961.0,1540.0,2211.0,382.0,939.0,1570.0,1936.0,439.0,650.0,1835.0,432.0,103.0,56.97,52.68,29.07,57.0,70.0,32.0,3118.0,2370.0,2385.24,386.0,22.41,24.39,24.79,134.18,135.36,133.76
DAL,2008,DAL,DAL,Team Level,4on5,82,0.07,0.12,0.14,30166.0,61.81,4.06,2.57,7.84,1.77,18.33,56.55,4.05,4.06,4.05,71.0,22.0,15.0,108.0,2.0,2.0,0.0,5.0,2.0,16.0,66.0,69.0,91.0,19.0,38.0,223.0,113.0,84.0,58.0,80.0,11.0,2.0,2.04,1.45,0.57,1.0,1.0,0.0,108.0,93.0,93.0,51.0,0.61,0.27,0.31,4.24,4.24,4.24,412.8,51.99,37.77,82.73,13.46,255.29,137.15,48.44,51.99,48.44,383.0,201.0,181.0,765.0,65.0,37.0,10.0,69.0,13.0,225.0,175.0,318.0,519.0,23.0,46.0,296.0,59.0,26.0,93.0,426.0,96.0,62.0,10.28,11.48,30.24,10.0,17.0,38.0,765.0,584.0,584.0,14.0,9.8,9.84,9.85,51.56,51.56,48.41
DAL,2008,DAL,DAL,Team Level,5on4,82,0.92,0.89,0.88,31483.0,430.58,53.19,38.44,88.42,13.99,271.68,148.54,49.97,53.19,49.97,430.0,188.0,176.0,794.0,47.0,33.0,8.0,80.0,17.0,244.0,197.0,383.0,571.0,30.0,69.0,302.0,70.0,26.0,97.0,450.0,106.0,62.0,11.58,12.64,28.98,3.0,15.0,29.0,794.0,618.0,618.0,15.0,9.85,8.18,8.28,54.5,54.5,51.98,57.86,4.78,2.48,7.91,1.61,17.4,47.95,4.78,4.78,4.78,66.0,18.0,12.0,96.0,2.0,0.0,0.0,5.0,1.0,10.0,66.0,64.0,82.0,29.0,58.0,257.0,132.0,95.0,61.0,66.0,13.0,5.0,1.78,1.59,1.42,0.0,1.0,1.0,96.0,84.0,84.0,56.0,0.57,0.0,0.0,5.22,5.22,5.21
TOR,2008,TOR,TOR,Team Level,other,81,0.52,0.52,0.51,12812.0,151.78,23.5,10.82,29.52,5.38,86.9,58.59,22.49,23.5,22.49,158.0,67.0,85.0,310.0,19.0,9.0,4.0,29.0,7.0,86.0,75.0,139.0,206.0,9.0,21.0,156.0,45.0,27.0,34.0,152.0,40.0,33.0,4.9,4.75,13.86,7.0,2.0,10.0,310.0,225.0,225.0,16.0,3.16,2.73,4.23,21.79,21.79,20.93,148.58,21.34,9.96,29.46,4.87,78.28,62.87,20.34,21.34,20.34,162.0,56.0,72.0,290.0,28.0,7.0,5.0,28.0,3.0,75.0,77.0,134.0,190.0,12.0,27.0,142.0,55.0,30.0,39.0,148.0,44.0,26.0,5.09,5.46,10.78,10.0,5.0,13.0,290.0,218.0,218.0,21.0,2.77,2.08,2.08,21.37,21.37,20.57
TOR,2008,TOR,TOR,Team Level,all,81,0.49,0.5,0.51,296754.0,2600.69,240.65,174.0,591.71,85.99,1452.98,1076.87,230.43,240.07,229.83,2573.0,1066.0,1211.0,4850.0,242.0,167.0,57.0,579.0,91.0,1244.0,1316.0,2331.0,3397.0,408.0,1002.0,2359.0,1736.0,586.0,841.0,2760.0,647.0,232.0,77.79,76.81,86.05,84.0,67.0,91.0,4795.3,3639.0,3615.04,527.0,38.87,44.14,51.11,227.3,226.13,220.25,2539.68,249.21,172.57,553.45,83.6,1399.58,1081.51,239.39,251.77,241.78,2459.0,1094.0,1239.0,4792.0,283.0,121.0,47.0,462.0,96.0,1237.0,1354.0,2176.0,3270.0,422.0,1025.0,2346.0,1923.0,691.0,849.0,2617.0,694.0,242.0,76.07,84.65,88.48,95.0,87.0,101.0,4863.38,3553.0,3592.89,531.0,38.41,34.16,37.59,249.25,251.73,245.79
TOR,2008,TOR,TOR,Team Level,5on5,81,0.49,0.5,0.51,227307.0,1947.01,152.32,122.55,460.84,63.82,1083.65,829.08,147.78,151.74,147.18,1904.0,812.0,914.0,3630.0,161.0,107.0,33.0,450.0,70.0,895.0,1033.0,1743.0,2555.0,344.0,862.0,1658.0,1569.0,480.0,663.0,2106.0,495.0,115.0,61.0,57.78,33.54,66.0,53.0,42.0,3575.29,2716.0,2692.04,434.0,25.15,24.1,28.46,148.74,147.57,145.31,1905.03,156.61,123.17,433.57,61.95,1048.57,830.2,151.88,159.17,154.26,1819.0,836.0,924.0,3579.0,177.0,85.0,26.0,345.0,71.0,922.0,1055.0,1642.0,2478.0,360.0,889.0,1683.0,1689.0,541.0,674.0,2008.0,526.0,121.0,59.28,63.58,33.74,76.0,69.0,32.0,3650.38,2655.0,2694.89,431.0,25.35,21.02,23.78,158.12,160.59,158.07
TOR,2008,TOR,TOR,Team Level,4on5,81,0.07,0.1,0.11,27382.0,52.62,4.89,2.35,6.89,1.48,15.45,43.01,4.75,4.89,4.75,55.0,20.0,19.0,94.0,6.0,4.0,1.0,6.0,1.0,18.0,40.0,49.0,69.0,26.0,60.0,248.0,73.0,53.0,73.0,58.0,10.0,7.0,1.64,1.38,1.86,4.0,1.0,1.0,94.0,75.0,75.0,68.0,0.54,0.66,0.66,4.7,4.7,4.67,424.56,65.64,36.74,82.78,15.08,255.21,134.61,61.66,65.64,61.66,407.0,184.0,234.0,825.0,71.0,25.0,14.0,82.0,18.0,225.0,170.0,336.0,520.0,28.0,62.0,262.0,49.0,39.0,66.0,393.0,109.0,89.0,10.03,13.5,42.11,8.0,9.0,54.0,825.0,591.0,591.0,11.0,9.65,10.13,10.8,64.44,64.44,61.84
TOR,2008,TOR,TOR,Team Level,5on4,81,0.91,0.89,0.88,29253.0,449.28,59.93,38.27,94.46,15.31,266.97,146.18,55.41,59.93,55.41,456.0,167.0,193.0,816.0,56.0,47.0,19.0,94.0,13.0,245.0,168.0,400.0,567.0,29.0,59.0,297.0,49.0,26.0,71.0,444.0,102.0,77.0,10.24,12.9,36.79,7.0,11.0,38.0,816.0,623.0,623.0,9.0,10.03,16.65,17.76,52.07,52.07,49.34,61.52,5.62,2.68,7.64,1.7,17.52,53.83,5.52,5.62,5.52,71.0,18.0,9.0,98.0,7.0,4.0,2.0,7.0,4.0,15.0,52.0,64.0,82.0,22.0,47.0,259.0,130.0,81.0,70.0,68.0,15.0,6.0,1.67,2.1,1.85,1.0,4.0,2.0,98.0,89.0,89.0,68.0,0.64,0.93,0.93,5.33,5.33,5.32
CAR,2008,CAR,CAR,Team Level,other,82,0.46,0.52,0.52,15136.0,175.05,27.09,13.01,35.42,5.74,95.21,65.71,25.99,27.09,25.99,187.0,72.0,72.0,331.0,33.0,18.0,7.0,31.0,6.0,94.0,77.0,154.0,226.0,11.0,20.0,172.0,44.0,33.0,27.0,169.0,56.0,34.0,5.65,6.52,14.92,11.0,9.0,13.0,331.0,259.0,259.0,10.0,3.95,4.85,4.73,25.26,25.26,24.59,163.21,31.36,10.86,31.27,5.28,88.67,63.27,29.06,31.36,29.06,161.0,80.0,67.0,308.0,25.0,17.0,3.0,30.0,2.0,83.0,84.0,136.0,216.0,11.0,22.0,159.0,56.0,33.0,27.0,152.0,50.0,39.0,5.42,6.15,19.79,3.0,5.0,17.0,308.0,241.0,241.0,11.0,3.2,5.09,5.3,28.61,28.61,27.11
CAR,2008,CAR,CAR,Team Level,all,82,0.5,0.52,0.52,299163.0,2640.1,240.81,181.46,609.09,85.35,1478.03,1097.82,232.16,241.15,232.47,2675.0,1083.0,1270.0,5028.0,236.0,223.0,55.0,556.0,72.0,1233.0,1438.0,2439.0,3522.0,352.0,784.0,2433.0,1716.0,665.0,504.0,2918.0,602.0,238.0,86.35,72.79,81.67,73.0,71.0,92.0,5036.01,3758.0,3767.01,262.0,40.61,45.35,46.45,230.67,231.06,226.62,2414.69,237.2,166.58,546.41,78.77,1336.21,1016.02,228.65,237.93,229.39,2419.0,1022.0,1194.0,4635.0,221.0,216.0,44.0,464.0,80.0,1087.0,1373.0,2198.0,3220.0,423.0,945.0,2309.0,1955.0,652.0,573.0,2609.0,599.0,233.0,79.18,73.59,84.42,68.0,70.0,83.0,4635.78,3441.0,3438.29,300.0,37.15,45.72,48.47,221.96,222.26,217.47
CAR,2008,CAR,CAR,Team Level,5on5,82,0.51,0.52,0.52,223964.0,1950.36,152.04,125.13,468.64,63.12,1080.17,834.52,147.86,152.38,148.18,1965.0,796.0,924.0,3685.0,137.0,150.0,35.0,423.0,52.0,905.0,1094.0,1828.0,2624.0,291.0,666.0,1728.0,1542.0,517.0,371.0,2206.0,428.0,127.0,66.04,51.55,34.45,52.0,51.0,34.0,3693.01,2761.0,2770.01,222.0,25.66,27.83,28.05,147.03,147.43,145.26,1764.16,148.25,114.81,418.04,57.98,971.44,755.81,143.99,148.98,144.74,1771.0,743.0,887.0,3401.0,139.0,148.0,30.0,357.0,66.0,782.0,1022.0,1632.0,2375.0,356.0,809.0,1587.0,1729.0,492.0,444.0,1969.0,415.0,130.0,60.22,50.93,37.09,54.0,49.0,36.0,3401.78,2514.0,2511.29,251.0,23.62,30.02,32.1,136.64,136.95,135.12
CAR,2008,CAR,CAR,Team Level,4on5,82,0.1,0.1,0.11,26568.0,52.66,5.33,2.49,6.4,1.47,15.33,42.98,5.32,5.33,5.32,52.0,22.0,12.0,86.0,7.0,0.0,0.0,4.0,2.0,12.0,49.0,45.0,67.0,28.0,56.0,212.0,89.0,68.0,27.0,54.0,14.0,6.0,1.55,1.76,2.01,0.0,3.0,4.0,86.0,74.0,74.0,25.0,0.59,0.0,0.0,5.92,5.92,5.91,409.77,50.58,37.33,86.51,13.26,253.17,137.16,48.67,50.58,48.67,405.0,173.0,218.0,796.0,50.0,47.0,10.0,65.0,10.0,207.0,199.0,355.0,528.0,30.0,62.0,254.0,52.0,40.0,63.0,411.0,108.0,59.0,11.33,12.9,26.35,10.0,13.0,27.0,796.0,578.0,578.0,6.0,9.48,9.86,10.08,49.98,49.98,48.54
CAR,2008,CAR,CAR,Team Level,5on4,82,0.89,0.88,0.86,33495.0,462.03,56.35,40.83,98.63,15.03,287.33,154.62,52.99,56.35,52.99,471.0,193.0,262.0,926.0,59.0,55.0,13.0,98.0,12.0,222.0,218.0,412.0,605.0,22.0,42.0,321.0,41.0,47.0,79.0,489.0,104.0,71.0,13.1,12.97,30.28,10.0,8.0,41.0,926.0,664.0,664.0,5.0,10.42,12.66,13.66,52.46,52.46,50.87,77.55,7.0,3.58,10.6,2.24,22.93,59.79,6.92,7.0,6.92,82.0,26.0,22.0,130.0,7.0,4.0,1.0,12.0,2.0,15.0,68.0,75.0,101.0,26.0,52.0,309.0,118.0,87.0,39.0,77.0,26.0,5.0,2.2,3.61,1.2,1.0,3.0,3.0,130.0,108.0,108.0,32.0,0.84,0.76,0.99,6.73,6.73,6.71
OTT,2008,OTT,OTT,Team Level,other,82,0.48,0.53,0.55,12440.0,171.78,22.85,12.61,33.96,5.93,97.36,65.88,21.87,22.85,21.87,189.0,58.0,76.0,323.0,20.0,18.0,2.0,40.0,1.0,87.0,81.0,169.0,227.0,15.0,38.0,164.0,64.0,38.0,41.0,156.0,70.0,21.0,5.12,8.48,9.26,7.0,4.0,9.0,323.0,247.0,247.0,16.0,3.65,3.47,2.56,23.42,23.42,22.82,132.88,24.48,8.56,26.74,4.45,70.19,53.35,23.49,24.48,23.49,142.0,57.0,88.0,287.0,26.0,11.0,1.0,20.0,6.0,68.0,68.0,116.0,173.0,12.0,24.0,166.0,63.0,24.0,26.0,125.0,41.0,33.0,4.0,5.05,15.43,7.0,5.0,14.0,287.0,199.0,199.0,17.0,2.44,1.88,2.81,23.39,23.39,22.77
OTT,2008,OTT,OTT,Team Level,all,82,0.5,0.5,0.5,303509.0,2313.54,214.88,156.57,517.35,73.83,1281.3,987.49,208.02,214.54,207.67,2434.0,861.0,1070.0,4365.0,214.0,143.0,25.0,511.0,68.0,1048.0,1311.0,2220.0,3081.0,437.0,992.0,2385.0,1958.0,660.0,752.0,2512.0,591.0,192.0,74.79,70.9,69.2,75.0,84.0,55.0,4351.57,3295.0,3286.62,422.0,35.15,29.07,30.68,215.18,214.57,210.71,2264.55,217.06,152.7,509.56,72.38,1264.24,963.21,208.03,217.85,208.78,2364.0,889.0,1166.0,4419.0,232.0,157.0,31.0,455.0,71.0,1041.0,1297.0,2132.0,3021.0,426.0,986.0,2222.0,1897.0,615.0,832.0,2472.0,578.0,203.0,73.9,69.01,74.16,86.0,72.0,74.0,4433.97,3253.0,3265.67,529.0,33.92,31.42,34.39,211.64,212.33,206.44
OTT,2008,OTT,OTT,Team Level,5on5,82,0.49,0.49,0.49,228197.0,1654.39,130.26,104.41,391.41,52.74,909.91,718.95,127.59,129.91,127.24,1717.0,629.0,778.0,3124.0,126.0,93.0,19.0,376.0,56.0,739.0,956.0,1591.0,2220.0,359.0,825.0,1638.0,1728.0,504.0,541.0,1852.0,396.0,98.0,55.29,47.76,27.21,54.0,52.0,20.0,3110.57,2346.0,2337.62,337.0,21.45,18.7,20.31,128.79,128.17,126.73,1681.62,133.53,107.64,395.29,53.73,938.2,728.94,129.96,134.31,130.72,1747.0,658.0,841.0,3246.0,144.0,113.0,23.0,353.0,51.0,762.0,982.0,1603.0,2261.0,358.0,825.0,1557.0,1670.0,478.0,641.0,1891.0,417.0,97.0,57.55,49.92,26.06,67.0,53.0,24.0,3260.97,2405.0,2417.67,435.0,22.08,22.01,23.43,128.98,129.68,127.89
OTT,2008,OTT,OTT,Team Level,4on5,82,0.13,0.16,0.18,32176.0,88.24,7.79,4.16,11.73,2.47,27.34,69.63,7.74,7.79,7.74,98.0,27.0,25.0,150.0,8.0,5.0,0.0,12.0,0.0,19.0,81.0,90.0,117.0,28.0,56.0,281.0,126.0,84.0,74.0,97.0,20.0,8.0,3.17,2.47,2.15,2.0,5.0,1.0,150.0,125.0,125.0,60.0,0.98,0.85,0.85,7.85,7.85,7.83,391.65,53.58,33.84,80.34,12.54,239.11,127.51,49.15,53.58,49.15,406.0,154.0,217.0,777.0,57.0,29.0,7.0,77.0,12.0,193.0,192.0,349.0,503.0,30.0,66.0,268.0,78.0,28.0,94.0,394.0,99.0,67.0,10.84,11.5,31.24,10.0,12.0,35.0,777.0,560.0,560.0,10.0,8.78,6.79,7.4,54.05,54.05,50.57
OTT,2008,OTT,OTT,Team Level,5on4,82,0.91,0.88,0.87,30696.0,399.14,53.98,35.4,80.25,12.68,246.71,133.03,50.82,53.98,50.82,430.0,147.0,191.0,768.0,60.0,27.0,4.0,83.0,11.0,203.0,193.0,370.0,517.0,35.0,73.0,302.0,40.0,34.0,96.0,407.0,105.0,65.0,11.2,12.2,30.58,12.0,23.0,25.0,768.0,577.0,577.0,9.0,9.08,6.05,6.96,55.12,55.12,53.35,58.4,5.47,2.65,7.2,1.66,16.74,53.4,5.42,5.47,5.42,69.0,20.0,20.0,109.0,5.0,4.0,0.0,5.0,2.0,18.0,55.0,64.0,84.0,26.0,71.0,231.0,86.0,85.0,71.0,62.0,21.0,6.0,1.5,2.53,1.44,2.0,2.0,1.0,109.0,89.0,89.0,67.0,0.62,0.74,0.74,5.23,5.23,5.22
BUF,2008,BUF,BUF,Team Level,other,82,0.45,0.46,0.47,17497.0,166.29,25.56,11.05,32.19,5.39,92.07,68.41,24.13,25.56,24.13,181.0,63.0,73.0,317.0,24.0,8.0,2.0,33.0,5.0,88.0,86.0,157.0,220.0,29.0,91.0,179.0,52.0,28.0,50.0,156.0,55.0,33.0,5.27,6.81,13.47,5.0,4.0,15.0,317.0,244.0,244.0,24.0,3.25,1.83,1.83,26.39,26.39,25.11,183.85,30.82,13.65,35.72,6.09,103.99,66.9,28.74,30.82,28.74,204.0,70.0,93.0,367.0,30.0,21.0,8.0,29.0,6.0,119.0,69.0,174.0,244.0,18.0,36.0,203.0,48.0,37.0,61.0,169.0,74.0,31.0,6.63,9.47,14.72,7.0,5.0,18.0,367.0,274.0,274.0,24.0,3.98,6.19,6.39,27.32,27.32,25.86
BUF,2008,BUF,BUF,Team Level,all,82,0.51,0.49,0.49,299891.0,2355.83,216.07,160.15,533.2,76.4,1332.04,1008.86,208.19,217.36,209.45,2507.0,873.0,1044.0,4424.0,242.0,146.0,52.0,466.0,74.0,1125.0,1327.0,2265.0,3138.0,430.0,995.0,2239.0,1458.0,454.0,871.0,2605.0,561.0,214.0,74.49,66.88,74.69,62.0,84.0,96.0,4453.41,3380.0,3397.37,480.0,35.91,34.26,34.92,213.59,214.52,209.09,2434.41,211.38,163.02,553.47,79.86,1390.57,1060.53,202.69,210.85,202.19,2575.0,953.0,1083.0,4611.0,229.0,127.0,27.0,528.0,75.0,1163.0,1406.0,2346.0,3299.0,445.0,1032.0,2484.0,1615.0,526.0,806.0,2751.0,612.0,165.0,77.99,73.48,59.92,86.0,74.0,69.0,4598.09,3528.0,3526.64,400.0,36.5,26.9,28.43,214.81,214.36,207.65
BUF,2008,BUF,BUF,Team Level,5on5,82,0.51,0.49,0.49,222048.0,1719.97,131.37,109.96,408.64,55.32,959.75,750.88,127.57,132.67,128.85,1839.0,619.0,738.0,3196.0,153.0,102.0,34.0,354.0,53.0,800.0,996.0,1686.0,2305.0,358.0,812.0,1555.0,1278.0,352.0,640.0,1966.0,383.0,109.0,56.94,45.76,28.67,47.0,65.0,41.0,3225.41,2458.0,2475.37,362.0,22.57,20.89,21.55,129.65,130.57,128.85,1757.22,126.45,108.13,419.85,57.51,986.46,787.33,123.45,125.92,122.96,1841.0,684.0,784.0,3309.0,145.0,77.0,14.0,416.0,55.0,764.0,1068.0,1696.0,2380.0,370.0,878.0,1683.0,1429.0,414.0,616.0,2051.0,394.0,80.0,57.72,46.54,22.19,69.0,51.0,25.0,3296.09,2525.0,2523.64,319.0,22.06,14.77,15.52,130.25,129.8,127.9
BUF,2008,BUF,BUF,Team Level,4on5,82,0.07,0.1,0.1,29365.0,48.38,3.47,2.12,6.48,1.4,15.07,41.46,3.45,3.47,3.45,50.0,20.0,20.0,90.0,5.0,1.0,1.0,4.0,2.0,9.0,49.0,45.0,65.0,19.0,44.0,222.0,77.0,51.0,73.0,55.0,13.0,2.0,1.45,1.44,0.58,2.0,2.0,1.0,90.0,70.0,70.0,63.0,0.48,0.3,0.3,3.66,3.66,3.65,433.05,49.17,38.25,90.56,14.55,282.03,153.28,45.6,49.17,45.6,459.0,181.0,184.0,824.0,50.0,27.0,4.0,75.0,14.0,258.0,216.0,409.0,590.0,31.0,66.0,311.0,55.0,24.0,69.0,466.0,121.0,53.0,11.68,14.72,22.78,8.0,16.0,26.0,824.0,640.0,640.0,15.0,9.77,5.54,6.13,52.1,52.1,48.75
BUF,2008,BUF,BUF,Team Level,5on4,82,0.92,0.88,0.87,30981.0,421.19,55.68,37.0,85.91,14.29,265.15,148.12,53.04,55.68,53.04,437.0,171.0,213.0,821.0,60.0,35.0,15.0,75.0,14.0,228.0,196.0,377.0,548.0,24.0,48.0,283.0,51.0,23.0,108.0,428.0,110.0,70.0,10.81,12.88,31.98,8.0,13.0,39.0,821.0,608.0,608.0,31.0,9.6,11.24,11.24,53.9,53.9,51.48,60.29,4.92,2.98,7.35,1.7,18.09,53.02,4.89,4.92,4.89,71.0,18.0,22.0,111.0,4.0,2.0,1.0,8.0,0.0,22.0,53.0,67.0,85.0,26.0,52.0,287.0,83.0,51.0,60.0,65.0,23.0,1.0,1.96,2.74,0.22,2.0,2.0,0.0,111.0,89.0,89.0,42.0,0.69,0.4,0.4,5.15,5.15,5.15
T.B,2008,T.B,T.B,Team Level,other,82,0.4,0.43,0.41,15603.0,169.2,23.93,12.43,34.46,5.57,95.41,64.73,22.37,23.93,22.37,161.0,83.0,76.0,320.0,18.0,15.0,3.0,25.0,7.0,81.0,98.0,143.0,226.0,21.0,56.0,201.0,62.0,45.0,34.0,159.0,57.0,28.0,5.67,6.87,11.39,8.0,3.0,7.0,320.0,244.0,244.0,14.0,3.51,3.75,3.93,23.05,23.05,22.01,235.54,35.91,17.4,47.04,8.11,135.18,89.34,33.99,35.91,33.99,262.0,85.0,73.0,420.0,45.0,19.0,10.0,55.0,5.0,133.0,90.0,217.0,302.0,20.0,46.0,188.0,46.0,25.0,32.0,228.0,82.0,37.0,7.17,10.22,18.52,12.0,9.0,24.0,420.0,347.0,347.0,10.0,5.29,6.58,6.58,33.77,33.77,32.57
T.B,2008,T.B,T.B,Team Level,all,82,0.48,0.47,0.47,304392.0,2303.55,219.18,163.47,507.6,76.29,1300.46,955.72,211.26,218.4,210.48,2367.0,866.0,965.0,4198.0,210.0,145.0,46.0,539.0,74.0,1025.0,1240.0,2157.0,3023.0,494.0,1152.0,2367.0,1874.0,576.0,710.0,2398.0,640.0,195.0,72.71,76.15,70.32,74.0,64.0,72.0,4168.72,3233.0,3212.96,387.0,36.69,33.82,37.03,218.26,217.28,212.26,2604.63,237.54,180.49,578.72,84.26,1471.31,1115.06,230.02,240.02,232.45,2738.0,949.0,1118.0,4805.0,272.0,163.0,52.0,606.0,75.0,1177.0,1394.0,2466.0,3415.0,432.0,1043.0,2350.0,1462.0,569.0,693.0,2810.0,669.0,208.0,80.75,79.92,76.87,83.0,92.0,97.0,4866.92,3687.0,3728.9,334.0,41.26,37.9,39.34,238.22,240.72,235.64
T.B,2008,T.B,T.B,Team Level,5on5,82,0.49,0.48,0.48,222413.0,1636.4,131.17,108.58,378.34,53.91,908.04,699.09,127.65,130.4,126.86,1691.0,590.0,721.0,3002.0,131.0,95.0,30.0,418.0,54.0,693.0,890.0,1560.0,2150.0,405.0,958.0,1555.0,1613.0,432.0,519.0,1754.0,440.0,87.0,55.56,52.07,23.55,52.0,50.0,29.0,2972.72,2281.0,2260.96,305.0,22.31,18.33,20.53,132.89,131.92,129.97,1776.08,136.78,114.28,417.22,56.84,992.8,777.34,133.47,139.27,135.9,1853.0,646.0,788.0,3287.0,146.0,107.0,26.0,419.0,54.0,756.0,1017.0,1707.0,2353.0,356.0,876.0,1563.0,1301.0,411.0,489.0,1962.0,438.0,99.0,59.26,51.74,25.78,63.0,56.0,27.0,3348.92,2499.0,2540.9,272.0,23.43,19.69,21.12,138.83,141.33,139.38
